True_Values,Predicted_Values
0,81.93716810433341
0,87.40924730056075
0,83.29791516475713
0,89.60163514401314
0,101.70470395953937
100,73.15785251706154
0,94.93122861865476
0,99.51844443693352
0,99.48850548151314
0,99.3920982497194
0,61.23630475375557
0,58.20066620361112
0,49.06361714549793
0,-46.95178982093077
0,58.36635311142158
0,-18.471535344434017
-100,-23.332163571114286
100,56.549013802937736
0,66.72741167555354
0,57.424887861050934
0,18.854448826974586
0,79.3344142304683
0,28.75561571758053
0,68.69820050830417
0,80.8758740581132
0,103.06454037983292
0,83.85505493037994
0,84.49820050830417
0,91.18207062552422
0,64.35165892655552
0,80.20274856167283
0,59.275784868442315
0,47.483990624
0,81.80461801432625
0,72.11081458173727
0,90.30619656741102
0,85.555271624
0,75.86146819141102
0,85.54478509071056
0,87.74393794571972
0,83.8
-100,70.0
100,76.42242769421978
0,82.80748749244232
0,94.34776905910246
0,53.93444951511103
0,74.74000376732621
0,72.48217825104503
100,100.0
0,90.0
0,81.68
-100,43.93421985990341
0,97.72640361487386
0,87.72640361487386
0,100.0
0,85.555271624
0,85.555271624
0,81.68
0,81.68
0,81.68
0,81.68
100,99.89243252335432
0,99.88830911289362
0,63.978650570136026
-100,73.66196746943557
0,73.23866632171972
0,59.49048082444472
-100,28.586684120136024
-100,63.978650570136026
100,88.64770618719363
0,80.0
0,2.254210581809321
0,38.2899804643983
0,48.59617703180932
0,58.2899804643983
0,100.0
0,90.0
0,102.18866632171972
0,100.29982037226674
0,100.0
100,92.69564723896895
0,62.49350687698514
100,94.63404651642534
100,90.85605198837412
0,23.500490489368932
0,-56.92117341750629
-100,39.355415275725335
0,100.0
0,73.62825294769999
0,100.29982037226674
0,100.0
0,100.0
0,100.0
100,100.0
0,80.0
0,73.93444951511101
0,100.0
0,90.30619656741102
100,99.93506259251505
0,90.30619656741102
0,63.86378159251505
0,73.7358471
100,59.291118724
0,63.91794268173727
0,63.91794268173727
0,100.0
0,80.0
100,85.555271624
0,85.555271624
0,91.86715492510724
0,90.0
0,100.0
0,100.0
0,100.0
0,100.0
100,100.0
0,61.68
0,90.30619656741102
0,90.30619656741102
0,67.73506586844232
0,88.34706586844231
0,100.0
0,90.30619656741102
0,90.30619656741102
0,89.98951346671056
0,66.54730907416973
0,90.30619656741102
0,100.0
0,90.30619656741102
100,100.0
-100,57.610964882768556
0,100.0
100,100.00412341046069
0,99.98951346671056
0,82.25704802759283
0,85.555271624
0,87.74393794571972
0,62.33443716487386
0,100.00412341046069
0,82.79935611039993
100,100.0
0,90.0
0,99.98951346671056
0,90.0
0,100.0
0,97.72640361487386
0,99.87589901432625
-100,97.60230262920011
0,99.87589901432625
0,99.87589901432625
0,99.87589901432625
0,97.60230262920011
0,99.87589901432625
0,97.60230262920011
0,100.0
0,73.75241954159068
0,73.75241954159068
0,63.978650570136026
0,80.923062818465
0,37.646177031809316
0,37.646177031809316
0,100.0
0,70.0
100,69.82509999999999
0,63.6282529477
0,100.0
0,79.87589901432625
0,79.87589901432625
100,79.87589901432625
0,79.87589901432625
0,33.95693128632352
0,70.18209558173727
0,99.87589901432625
100,100.0
-100,62.70613377225838
0,97.00070319066015
0,92.70613377225838
0,74.00276588963119
0,-22.801225683044024
0,80.0
0,100.0
100,79.89011319227721
0,63.6282529477
0,99.89011319227721
0,34.91423011741102
0,80.0
100,72.65349363234827
0,46.765538882992246
0,42.34850497255689
100,98.22474416203967
0,78.22474416203967
0,80.0
0,80.0
0,80.0
0,65.555271624
0,80.0
0,100.0
0,100.0
0,71.0
0,78.22474416203967
0,78.22474416203967
0,91.33569564560055
0,101.33569564560055
0,15.222168907900041
0,64.1269612689
0,80.0
0,62.175981683634
0,60.22474416203967
0,90.0
-100,100.0
100,91.0
0,85.555271624
0,-114.10447584935034
0,-92.32922001139
0,-30.170716429999374
0,-22.928934916565055
0,-21.545037612285057
0,56.51190061297958
100,39.45586728205046
-100,-7.551388919290048
0,-7.551388919290048
0,-8.167311709906745
0,100.0
0,100.0
0,11.89911818125077
0,100.0
0,100.0
0,62.55937200301023
0,100.0
0,100.0
0,100.0
0,100.0
0,100.0
0,100.0
0,100.0
0,100.0
100,90.30619656741102
100,100.0
0,100.0
0,100.0
0,100.0
0,90.30619656741102
0,90.30619656741102
-100,-36.85659845886573
0,100.0
0,94.8948000939781
0,43.22285435210623
0,-63.2760770852634
100,30.275415275725337
0,100.0
0,90.0
0,100.0
0,85.555271624
-100,66.54730907416973
0,99.87589901432625
100,79.87589901432625
0,8.14676424787703
0,-18.85659845886573
0,100.0
-100,72.23491556741102
0,67.483990624
0,-2.176591891454266
0,89.56043980764022
0,93.931252578977
0,70.27811319227722
100,100.0
0,80.388
0,85.555271624
0,97.64061307946551
0,98.22474416203967
0,21.193752370010785
0,90.0
0,69.96262924999999
-100,98.22474416203967
0,100.0
100,100.0
0,100.0
0,79.66907855015585
0,98.22474416203967
0,90.0
0,89.96262924999999
0,14.70397902532588
0,89.8527424422772
0,99.48181011742584
100,100.0
0,100.0
0,98.22474416203967
0,90.0
0,99.48181011742584
0,15.222168907900041
0,16.5578645535006
0,-4.777831092099959
0,14.78260871554027
100,15.222168907900041
0,-4.777831092099959
0,-4.777831092099959
0,6.5578645535005995
-100,80.0
0,-4.777831092099959
0,80.0
0,93.53138976177323
0,86.22874803049783
0,78.20827533669299
0,98.16644495038608
0,92.02814734530823
0,73.13186033844678
0,99.57636126518021
100,98.73219931061877
0,71.67534504440464
0,80.60585312340464
0,25.37167161150111
0,81.60807336873197
0,99.60807336873197
0,100.64963433465564
0,99.7733011723287
100,94.91313204986217
0,94.91267294564842
0,98.73219931061877
0,82.98347481065571
100,-21.270507771794744
0,33.29784147957876
0,99.69837198287787
0,74.4013672009154
0,-513.1725266909982
100,68.22293992655551
0,-60.19389753891846
0,-48.48911571294346
0,77.71153861378629
0,84.5351621069273
100,91.28288027989208
0,65.74390087983292
0,-22.501065940463036
0,-34.17911729529004
0,-19.486491118592
0,99.87589901432625
0,100.98405005666801
0,82.90233749244231
100,85.555271624
0,68.16438986242355
0,50.16438986242354
0,101.84738234777826
0,100.24789780069804
0,102.43656412241776
0,98.9248295920169
100,100.29982037226674
0,100.98405005666801
0,86.36301761441118
0,46.935515290302014
100,97.34706586844231
0,100.0
0,100.0
0,73.93444951511101
0,99.98951346671056
-100,80.30619656741102
0,100.0
0,85.555271624
0,67.258271624
0,100.0
0,100.0
0,100.0
