0,-0.954670753,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.131437599,-0.204124145,-0.252645576,-0.165521178,-4.45374365,-0.860702744,-1.526583816,-0.63819166,-0.433892768
1,-0.757152666,1.195912183,-0.234307878,-0.253559494,-0.433832072,-1.027603045,-0.204124145,-0.252645576,-0.165521178,-4.45374365,-0.785224573,-1.323742491,-0.712717739,-0.77024375
0,-0.954670753,1.195912183,-0.234307878,-0.253559494,-0.433832072,-0.131437599,-0.204124145,-0.252645576,-0.165521178,-4.45374365,-0.588981329,-0.796355044,-0.116509104,0.238809198
1,-0.757152666,2.631006803,-0.234307878,-0.253559494,-0.433832072,-1.027603045,-0.204124145,3.958114029,-0.165521178,-4.45374365,0.180896017,1.029216886,2.715481912,3.265968042
1,-0.559634579,4.066101422,-0.234307878,-0.253559494,-0.433832072,-0.131437599,4.898979486,-0.252645576,-0.165521178,-4.45374365,0.180896017,0.82637556,-1.085348136,-0.77024375
0,-0.757152666,4.066101422,-0.234307878,-0.253559494,-0.433832072,0.764727848,-0.204124145,-0.252645576,-0.165521178,-4.45374365,0.256374188,0.50182944,-0.712717739,-0.433892768
1,-0.559634579,5.501196042,-0.234307878,-0.253559494,-0.433832072,-0.131437599,4.898979486,-0.252645576,-0.165521178,-4.45374365,0.346947993,-1.323742491,-0.63819166,-0.77024375
0,-0.757152666,5.501196042,-0.234307878,-0.253559494,-0.433832072,0.764727848,-0.204124145,-0.252645576,-0.165521178,-4.45374365,0.603573775,-0.634081984,0.181595213,0.911511163
1,-0.559634579,6.936290662,-0.234307878,-0.253559494,-0.433832072,-0.131437599,-0.204124145,-0.252645576,-0.165521178,-4.45374365,1.116825338,0.542397705,1.448538563,1.247862146
1,-0.362116492,8.371385282,-0.234307878,-0.253559494,-0.433832072,0.764727848,-0.204124145,-0.252645576,-0.165521178,-4.45374365,1.433833657,1.150921681,0.479699531,0.57516018
0,-0.559634579,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.131437599,-0.204124145,-0.252645576,-0.165521178,-4.45374365,-0.860702744,0.6641025,-0.712717739,-0.77024375
1,-0.362116492,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-1.027603045,-0.204124145,-0.252645576,-0.165521178,0.80311136,-0.573885694,0.055578523,0.330647372,0.238809198
1,-0.164598406,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.131437599,-0.204124145,-0.252645576,-0.165521178,3.43154675,-0.181399205,0.258419849,0.852329928,0.238809198
0,-0.362116492,-0.239182437,-0.234307878,-0.253559494,-0.433832072,0.764727848,-0.204124145,-0.252645576,-0.165521178,1.85448867,-0.030442862,0.461261174,-0.340087342,-0.097541785
0,-0.559634579,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.131437599,-0.204124145,-0.252645576,-0.165521178,0.80311136,0.01484404,-0.187831067,-0.861769898,-0.77024375
1,-0.362116492,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-1.027603045,-0.204124145,-0.252645576,-0.165521178,2.305069934,0.090322211,-1.039764635,-0.712717739,-0.433892768
0,-0.559634579,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.131437599,-0.204124145,-0.252645576,-0.165521178,1.46022415,0.165800383,-1.242605961,-0.712717739,-0.77024375
0,-0.757152666,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-1.027603045,-0.204124145,-0.252645576,-0.165521178,0.80311136,0.392234896,-0.755786779,0.032543055,-0.097541785
0,-0.559634579,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.131437599,4.898979486,-0.252645576,-0.165521178,0.80311136,-0.860702744,-0.958628105,-1.085348136,-0.77024375
1,-0.362116492,-0.239182437,1.363245833,-0.253559494,-0.433832072,0.764727848,-0.204124145,-0.252645576,-0.165521178,0.80311136,-0.588981329,-0.431240658,0.256121293,0.57516018
0,-0.559634579,-0.239182437,1.363245833,-0.253559494,-0.433832072,1.660893294,-0.204124145,-0.252645576,-0.165521178,0.80311136,-0.483311889,-0.755786779,-0.56366558,-0.433892768
1,-0.362116492,-0.239182437,2.960799544,-0.253559494,-0.433832072,0.764727848,-0.204124145,-0.252645576,-0.165521178,0.80311136,0.150704748,0.948080356,2.044747198,1.920564111
1,-0.164598406,-0.239182437,4.558353254,-0.253559494,-0.433832072,1.660893294,-0.204124145,-0.252645576,-0.165521178,0.80311136,0.195991651,0.339556379,-0.861769898,-0.77024375
0,-0.362116492,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.131437599,-0.204124145,-0.252645576,-0.165521178,0.27743059,-0.860702744,0.542397705,-0.191035183,-0.097541785
0,-0.559634579,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-1.027603045,-0.204124145,-0.252645576,-0.165521178,-0.15268046,-0.649363865,-0.593513719,-0.041983025,-0.097541785
0,-0.757152666,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-1.923768491,-0.204124145,-0.252645576,-0.165521178,-0.51109845,-0.649363865,-0.715218514,-1.085348136,-0.77024375
0,-0.954670753,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-2.819933938,-0.204124145,-0.252645576,-0.165521178,-0.814382489,-0.347451181,-0.390672393,0.405173452,-0.097541785
0,-0.757152666,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.131437599,-0.204124145,3.958114029,-0.165521178,-0.814382489,-0.860702744,-0.350104128,0.032543055,0.57516018
1,-0.559634579,-0.239182437,-0.234307878,1.181682927,-0.433832072,0.764727848,-0.204124145,-0.252645576,-0.165521178,-0.814382489,-0.800320208,-0.187831067,-0.787243819,-0.77024375
1,-0.362116492,-0.239182437,-0.234307878,2.616925348,-0.433832072,1.660893294,-0.204124145,-0.252645576,-0.165521178,-0.814382489,-0.634268231,-0.552945454,-0.265561263,-0.097541785
0,-0.559634579,-0.239182437,-0.234307878,2.616925348,-0.433832072,2.55705874,-0.204124145,-0.252645576,-0.165521178,-0.814382489,-0.55879006,-0.958628105,-0.712717739,-0.433892768
0,-0.757152666,-0.239182437,-0.234307878,2.616925348,-0.433832072,1.660893294,-0.204124145,-0.252645576,-0.165521178,-0.814382489,-0.438024986,-0.796355044,-0.489139501,-0.433892768
0,-0.954670753,-0.239182437,-0.234307878,2.616925348,-0.433832072,0.764727848,-0.204124145,-0.252645576,-0.165521178,-0.814382489,-0.317259913,-0.91805984,-0.489139501,-0.433892768
1,-0.757152666,-0.239182437,-0.234307878,4.052167769,-0.433832072,-0.131437599,-0.204124145,-0.252645576,-0.165521178,-0.814382489,0.135609114,0.096146788,1.150434245,0.57516018
1,-0.559634579,-0.239182437,-0.234307878,5.48741019,-0.433832072,0.764727848,-0.204124145,-0.252645576,-0.165521178,-0.814382489,0.226182919,0.015010258,-0.63819166,-0.77024375
0,-0.757152666,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.131437599,-0.204124145,-0.252645576,-0.165521178,-1.074328972,-0.860702744,-0.025558007,-0.56366558,-0.77024375
1,-0.559634579,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-1.027603045,-0.204124145,-0.252645576,-0.165521178,-0.248250179,-0.422929352,-0.066126272,1.075908166,0.911511163
