True_Values,Predicted_Values
0,-0.049111087527613756
0,0.1230963814539198
0,0.2496395523514204
1,0.5909730705466604
0,0.16810650202545965
1,0.9313218053922947
1,0.9542527155875016
0,0.3488645037576892
1,0.7041322285922811
1,0.9942483983507417
0,0.013908601747764716
1,0.8811127424962895
1,0.5921125471956895
0,0.1681283824612189
0,0.13565717534480412
1,0.5476064965937972
0,0.19584321532843219
0,0.565437491999078
0,0.5023599861075012
1,0.9745632338665817
1,0.818562465210533
1,1.1044926624964244
0,0.07743076464117438
0,0.13370326697365703
1,0.37239127845811304
1,0.6544308487136384
0,0.21945658525008344
0,0.0883570573894832
1,0.615482181756266
1,0.919774099197405
0,0.15234198766171259
1,0.8820300922279634
0,0.38302398397349036
1,0.671857855034803
1,1.0482344355484559
0,0.15609324668762647
0,0.15985793427032308
1,0.8789401841316402
1,1.0828668476323147
0,0.3510569842875416
0,0.48416605971092125
0,0.022398650944537767
1,0.8026097084465622
1,0.9933432844087524
1,0.8768710443751754
0,0.027177864663507433
1,0.8388295097959874
0,0.3868184459360016
0,0.280670368508025
0,0.04091001502940647
0,0.3133672221350183
0,0.28602558359815655
1,1.057300408101152
1,1.0699027277441755
1,0.9414340062310623
0,0.13278943811060867
0,0.18083247823685322
1,0.9940784803073998
0,0.31685249895065715
0,0.3738116512317021
0,0.29198370007671376
0,0.3205576736839895
0,0.10038810199444825
1,0.9456135743219708
0,-0.0017998480212921227
1,0.5144242475299737
1,0.33158786676607394
1,0.1424062287211069
0,-0.010351128876901462
0,0.28285104359169855
1,0.8217120083985696
1,0.9739013935528825
0,0.15566617116071876
1,0.7046588579851902
1,0.9989235197145143
1,1.0391735760182288
0,0.058845224171030094
0,0.1707582669187828
0,0.2780619087154988
0,0.2954915530437062
1,0.7521296852138392
1,0.5487823771602588
0,0.2351480689545875
1,0.9847889340758269
0,0.05376986830115602
0,0.17596935142871342
0,-0.16677824018006518
0,0.3865839628641478
1,0.7857220548355963
1,1.092017085442387
1,0.642291225844567
1,0.5802386178719626
0,0.05297909056527643
0,0.08681078369069059
0,0.17623261659595965
0,0.07413888672681693
0,0.1269567297432071
0,0.3427312550731511
1,0.8512751866337079
1,0.586546718293441
1,0.9954178033418052
0,0.07997879439619703
0,0.37438755031880466
0,0.07005740867891933
0,0.25156233005991435
0,0.03392033007004852
0,0.029053847091202428
1,0.8732562623736997
1,0.8493756949766464
0,0.6218696753114376
1,0.7851551100910691
0,0.8998072412682223
1,0.937664990911396
1,0.8691031691542777
0,-0.011505578881325737
0,0.10042536012459248
0,0.026793508037619925
0,0.026462440678509582
0,0.02048609834333871
0,0.06906261348669604
0,0.47761671731262684
1,0.8867730704113177
0,0.5399086499184027
1,0.8520684453450075
1,0.8434754061776042
0,-0.11839963067779262
1,0.8237185588843394
1,0.7673901774711586
0,0.4139744112892238
0,0.3497147265534112
0,-0.025894283116234994
1,0.679184702936403
0,0.38741856028146643
0,0.1996908746881426
1,0.8702135877949152
1,0.9402610308080855
0,0.36668419934085766
0,0.35133632098613143
0,0.23291031492530506
0,-0.00757710537084301
1,0.6686845924887465
1,1.0208787688514496
0,0.09929904683426542
0,0.22829829903447818
1,0.9094696673258866
0,0.22622068849020552
0,0.3881414006124658
0,-0.14755935994109162
0,0.07969785177696093
0,0.02107855424506755
0,0.27850445801153506
1,0.18010276157380195
0,0.09375747918721458
0,-0.037176000955294684
0,0.1523170217308158
0,0.21110731199573587
1,0.5185152648846503
1,0.8439715311896276
1,0.9278062595900228
0,-0.10343808578055506
1,0.7306722299554748
1,0.1269497736535864
1,0.45495647668038536
0,0.3767243109062852
0,0.03861650644430745
0,0.1851140919116532
