True_Values,Predicted_Values
0,-0.01952858112872536
1,0.9712392597382175
0,0.6390837312348401
1,1.179867530150883
1,1.0435694906005688
0,0.20930294626995152
1,0.9783732744760318
0,0.5575147909097459
1,0.9077399002315805
1,0.7440164086715556
0,-0.04046339302175659
1,0.45676721349919297
1,0.7010575291795588
0,0.2212026179829514
0,0.07033710523834279
1,0.7915194310163356
0,0.055969113687008284
0,0.19015331288343557
0,0.03857690542325143
1,0.7997203538410829
0,0.1970594169582947
1,0.5628804907884861
1,0.9343344468612981
0,-0.05242734353726353
0,0.19683119030757198
0,0.01307732892421993
0,0.12758368003635684
0,0.05056590023023097
1,1.0113079715579965
1,0.6611588443833984
0,0.09741663895853352
0,0.04629151792838772
0,0.0031077883231818895
1,0.8384030363114756
1,0.9025435050263466
0,-0.035034059242963295
1,0.4036485461622832
0,0.040529359815165034
0,-0.01171345769708303
0,0.0129753559471828
0,0.061920830944392546
1,0.7831657536854133
1,1.0364076914873015
0,0.19759409155703758
1,0.5889235584539572
0,-0.035704339252419184
1,0.5351705434856778
0,-0.03600984352474508
1,0.37145151371712076
1,0.8780797430423654
1,0.5229662684783909
0,-0.015438132042252587
0,0.1736587460555484
1,0.8226475749637623
0,0.3868588521986579
1,0.8285578417961418
0,0.23437933062098784
1,0.6058801589773017
0,0.30556122374268635
0,0.36493728404360765
1,1.0694694329199854
1,0.8368671136632528
1,0.6314188899226075
0,-0.03090017371563897
0,0.039440026773142504
0,0.05527212152766642
0,0.05670548242684363
0,0.03534066600989043
1,0.9986688287308729
0,0.47041473496014014
0,0.37576643298081747
1,0.9471847280357935
0,0.0467063082230601
0,0.16951407092052703
0,0.327772151751708
0,-0.03316401163918936
0,0.04950322895523544
0,0.1074359833662189
0,0.2361258870179374
0,-0.042870041116773526
1,0.927822364167373
1,0.7572383186687449
0,0.27377852562376676
0,0.18249802032085188
1,0.935387463859029
1,0.9606931416245189
1,0.7534368336808533
0,-0.0188797069381816
0,0.014764690092026028
1,0.954013538447258
1,0.31088902503118104
1,0.28400086674115843
0,0.24879348786824704
1,0.27143507143359674
0,-0.006065401099541906
0,-0.0011243077106602788
0,0.19727357112121124
0,-0.021424637554522015
1,0.9632183140690076
0,0.15484004967801118
1,0.9210642515262466
1,0.9372130790936326
0,0.48092467739360745
1,0.8927199013372256
1,0.9094364437357678
0,-0.018481604345655024
0,0.056497283133880735
0,0.057718945984781556
0,0.16352599388144504
1,0.7754049007976535
1,0.43442715550545313
1,0.27143507143359674
0,0.042881838628536485
0,0.11005301586865586
1,0.25878046447192615
1,0.26244878518124437
1,0.7396268521927363
0,-0.025911070654477193
1,0.8672010458401929
1,0.6961192874060028
1,1.0485091145383227
0,0.11196615910795518
0,0.12851615505119116
0,-0.025377866392786663
0,0.07024301493997895
0,0.10670121494712238
0,-0.024549201805731415
0,0.17810570729440173
