isWon,        total_diff,        break_pos1,        break_pos2,        break_pos3,        break_pos4,        win_in_set,        cur_diff,         ace,        utc_fore,        utc_back,        break_racial,        dis_total,        dis_lstgame,        dis_lst3pts,        dis_lstpt,        rallycnt,        double_fault,        unf_err
0,-1.4616544640357507,-0.2577024211575669,-0.2925228542407662,-0.2796613888909834,-0.3431077586476293,-1.4372229943374282,-0.2574698561327959,-0.32777738867854456,-0.29904998630487023,-0.23477246481693817,-2.069281823944332,-1.6534802098141692,-0.7586318414890073,-1.18686232109992,-0.5102220657578409,-0.40011723902357166,-0.6437938061774299,-0.9493011355730236
1,-1.3508102658576011,1.3119395986203406,-0.2925228542407662,-0.2796613888909834,-0.3431077586476293,-1.4372229943374282,-1.0074907413892011,-0.32777738867854456,-0.29904998630487023,-0.23477246481693817,-2.069281823944332,-1.6448155265722761,-0.6708605871637379,-1.0470596215329464,-0.5599455252571505,-0.6095536063249725,-0.6437938061774299,-0.9493011355730236
1,-1.2399660676794513,2.8815816183982483,-0.2925228542407662,-0.2796613888909834,-0.3431077586476293,-1.4372229943374282,-0.2574698561327959,-0.32777738867854456,-0.29904998630487023,-0.23477246481693817,-2.069281823944332,-1.598026237066053,-0.19689581380728335,-0.29212504387128835,0.5339705837276605,0.6470645974834323,-0.6437938061774299,-0.9493011355730236
1,-1.1291218695013017,4.451223638176156,-0.2925228542407662,-0.2796613888909834,-0.3431077586476293,-1.4372229943374282,0.49255102912360954,-0.32777738867854456,-0.29904998630487023,-0.23477246481693817,-2.069281823944332,-1.5910944904725384,-0.12667881034706785,-0.34804612369807786,-0.6096689847564601,-0.6095536063249725,-0.6437938061774299,-0.9493011355730236
1,-1.0182776713231518,6.020865657954063,-0.2925228542407662,-0.2796613888909834,-0.3431077586476293,-1.4372229943374282,1.2425719143800151,3.0508510792387606,-0.29904998630487023,-0.23477246481693817,-2.069281823944332,-1.5910944904725384,-0.12667881034706785,-0.4878488232650515,-0.8085628227536985,-0.6095536063249725,-0.6437938061774299,-0.9493011355730236
0,-1.1291218695013017,-0.2577024211575669,-0.2925228542407662,-0.2796613888909834,-0.3431077586476293,-0.8316007262832918,-0.2574698561327959,-0.32777738867854456,-0.29904998630487023,-0.23477246481693817,-2.069281823944332,-1.540839327669558,-0.7586318414890073,-0.43192774343826207,0.6334175027262797,0.22819186288063067,-0.6437938061774299,-0.9493011355730236
0,-1.2399660676794513,-0.2577024211575669,-0.2925228542407662,-0.2796613888909834,-0.3431077586476293,-0.8316007262832918,-1.0074907413892011,-0.32777738867854456,-0.29904998630487023,-0.23477246481693817,-2.069281823944332,-1.5096464679987427,-0.4426553259180376,-0.04048018465073569,0.08645944823387418,-0.6095536063249725,-0.6437938061774299,-0.9493011355730236
0,-1.3508102658576011,-0.2577024211575669,-0.2925228542407662,-0.2796613888909834,-0.3431077586476293,-0.8316007262832918,-1.7575116266456066,-0.32777738867854456,-0.29904998630487023,-0.23477246481693817,-2.069281823944332,-1.5096464679987427,-0.4426553259180376,-0.04048018465073569,-0.8085628227536985,-0.6095536063249725,-0.6437938061774299,-0.9493011355730236
0,-1.4616544640357507,-0.2577024211575669,-0.2925228542407662,-0.2796613888909834,-0.3431077586476293,-0.8316007262832918,-2.507532511902012,-0.32777738867854456,-0.29904998630487023,-0.23477246481693817,-2.069281823944332,-1.469788925086034,-0.03890755602179848,-0.20824342413110414,0.3350767457304221,0.22819186288063067,-0.6437938061774299,-0.9493011355730236
0,-1.3508102658576011,-0.2577024211575669,-0.2925228542407662,-0.2796613888909834,-0.3431077586476293,-0.8316007262832918,-0.2574698561327959,-0.32777738867854456,-0.29904998630487023,-0.23477246481693817,-2.069281823944332,-1.4611242418441408,-0.7586318414890073,-0.5717304430052358,-0.5599455252571505,-0.6095536063249725,-0.6437938061774299,-0.9493011355730236
1,-1.2399660676794513,-0.2577024211575669,1.2150949330001057,-0.2796613888909834,-0.3431077586476293,-0.8316007262832918,0.49255102912360954,-0.32777738867854456,-0.29904998630487023,4.2594432902501635,-2.069281823944332,-1.3675456628316947,0.18929770522390188,0.9381387123180802,1.8765039902090197,2.3225555358946384,-0.6437938061774299,-0.9493011355730236
0,-1.3508102658576011,-0.2577024211575669,1.2150949330001057,-0.2796613888909834,-0.3431077586476293,-0.8316007262832918,1.2425719143800151,-0.32777738867854456,-0.29904998630487023,-0.23477246481693817,-2.069281823944332,-1.365812726183316,0.20685195608895574,0.32300683422339593,-0.7588393632543889,-0.8189899736263733,0.47657463574173387,-0.3035836118837588
0,-1.4616544640357507,-0.2577024211575669,1.2150949330001057,-0.2796613888909834,-0.3431077586476293,-0.8316007262832918,0.49255102912360954,-0.32777738867854456,-0.29904998630487023,-0.23477246481693817,-2.069281823944332,-1.3623468528865588,0.24196045781906347,0.23912521448321172,-0.7091159037550793,-0.8189899736263733,1.5969430776608975,0.34213391180550606
